TITLE,class,,
DATA TYPE,,,
ORIGIN,JASCO,,
OWNER,,,
DATE,21/09/28,,
TIME,16:40:25,,
SPECTROMETER/DATA SYSTEM,,,
LOCALE,1033,,
RESOLUTION,,,
DELTAX,-0.1,,
XUNITS,NANOMETERS,,
YUNITS,CD [mdeg],,
Y2UNITS,HT [V],,
Y3UNITS,ABSORBANCE,,
FIRSTX,260,,
LASTX,190,,
NPOINTS,701,,
FIRSTY,0.83055,,
MAXY,4.32487,,
MINY,-1.8525,,
XYDATA,,,
200,2.80022,286.238,1.12254
199.9,3.01738,286.238,1.12253
199.8,0.830048,286.76,1.12827
199.7,1.58347,286.677,1.12736
199.6,2.09887,286.568,1.12616
199.5,1.91591,286.937,1.13021
199.4,1.59543,287.01,1.13102
199.3,1.84705,287.424,1.13555
199.2,1.0432,287.237,1.13351
199.1,-0.0660884,287.325,1.13447
199,1.65404,287.511,1.13651
198.9,2.18451,287.502,1.13641
198.8,0.921351,288.031,1.14221
198.7,2.41852,287.914,1.14092
198.6,0.195122,287.822,1.13992
198.5,2.56278,288.269,1.14481
198.4,2.10413,288.547,1.14785
198.3,1.70483,288.693,1.14944
198.2,1.37193,288.814,1.15076
198.1,1.13483,289.245,1.15547
198,2.67004,289.151,1.15444
197.9,2.84991,289.25,1.15552
197.8,4.32487,289.412,1.15728
197.7,0.985759,289.449,1.15769
197.6,1.29257,289.832,1.16186
197.5,2.97502,289.837,1.16191
197.4,2.12823,289.814,1.16166
197.3,1.20005,290.033,1.16405
197.2,2.7661,290.363,1.16763
197.1,2.24077,290.749,1.17182
197,0.90248,290.943,1.17394
196.9,2.17456,290.969,1.17422
196.8,2.33107,291.159,1.17628
196.7,1.31013,291.448,1.17941
196.6,1.01881,291.703,1.18217
196.5,0.338541,291.756,1.18275
196.4,2.20617,291.903,1.18434
196.3,1.83237,292.377,1.18946
196.2,1.66522,292.531,1.19113
196.1,0.379322,292.912,1.19524
196,2.70854,293.251,1.1989
195.9,-1.24752,293.49,1.20147
195.8,1.64595,293.573,1.20237
195.7,0.629106,293.85,1.20535
195.6,2.1648,294.467,1.21198
195.5,0.351067,294.621,1.21364
195.4,2.91206,294.978,1.21747
195.3,2.75564,294.868,1.21629
195.2,0.464776,295.211,1.21997
195.1,3.10627,295.475,1.2228
195,1.38101,295.676,1.22495
194.9,3.24793,296.087,1.22935
194.8,2.38528,296.25,1.23109
194.7,0.658657,296.603,1.23487
194.6,2.33382,297.002,1.23912
194.5,-0.850425,297.084,1.24
194.4,3.84441,297.684,1.24639
194.3,1.7108,298.223,1.25212
194.2,0.717595,298.285,1.25278
194.1,-0.124773,299.056,1.26097
194,2.00003,299.199,1.26249
193.9,1.47316,300.224,1.27334
193.8,1.99317,300.724,1.27862
193.7,1.09492,301.311,1.28481
193.6,0.527249,301.921,1.29123
193.5,2.01056,302.528,1.29762
193.4,1.98336,302.806,1.30053
193.3,1.82163,303.104,1.30366
193.2,1.70646,303.473,1.30753
193.1,1.0836,304.419,1.31743
193,3.73769,304.89,1.32235
192.9,3.54003,305.562,1.32935
192.8,3.07838,306.088,1.33482
192.7,0.289011,306.853,1.34277
192.6,0.569548,307.484,1.34932
192.5,1.54274,308.588,1.36075
192.4,2.77474,309.161,1.36666
192.3,3.59935,309.956,1.37485
192.2,0.91579,310.614,1.38162
192.1,2.20297,311.058,1.38618
192,0.669994,311.52,1.39091
191.9,1.93938,312.692,1.40291
191.8,2.12028,313.574,1.41191
191.7,2.10884,314.126,1.41754
191.6,2.24812,315.135,1.4278
191.5,1.14609,315.843,1.43498
191.4,2.6189,316.936,1.44604
191.3,2.7414,318.169,1.45848
191.2,1.32929,319.253,1.46938
191.1,1.71552,320.816,1.48504
191,-0.0152286,322.093,1.49779
190.9,-1.67322,323.27,1.50951
190.8,2.24842,325.052,1.52718
190.7,-0.0773899,326.064,1.53718
190.6,0.0632237,327.749,1.55377
190.5,2.22759,328.746,1.56355
190.4,4.19009,329.88,1.57465
190.3,0.3942,331.342,1.58892
190.2,3.05598,332.787,1.60295
190.1,2.25043,333.726,1.61205
190,2.2547,334.862,1.62303
,,,
##### Extended Information,,,
[Comments],,,
Sample name,class,,
Comment,,,
User,,,
Division,,,
Company,Saint Mary's College,,
,,,
[Detailed Information],,,
Creation date,9/28/2021 15:40,,
,,,
